,Unnamed: 0,License_Number,X,City,City.1,County,DateCreated,License.,Mail.Suite.Rm,MailAddress,MailCity,MailState,MailSuite.Rm,MailZipCode,OwnerName,PrivDesc,PrivilegeStatus,ReasonAction,State,State.1,StatusDate,StreetAddress,Suite.Rm,Tradename,UBI,ZipCode,ZipCode.1,type:medical,type:processor,type:producer,type:retailer,Group.1,Total_Sales,Excise_Tax_Due,tax_rate,violation_count,violator,log_Total_Sales,log_Excise_Tax_Due
5535,5536,420485,372,SEATTLE                 ,,KING,,420485,,12031 NORTHUP WAY STE 206     ,BELLEVUE                ,WA,                         ,980051916.0,KRONIC L.L.C.,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151015.0,9823 15TH AVE SW STE B        ,                         ,KRONIC                                       ,6.03351e+15,981062847.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5536,5537,420486,373,SEATTLE                 ,,KING,,420486,,12031 NORTHUP WAY STE 206     ,BELLEVUE                ,WA,                         ,980051916.0,KRONIC L.L.C.,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151015.0,9823 15TH AVE SW STE A        ,                         ,KRONIC                                       ,6.03351e+15,981062847.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5537,5538,420488,159,KINGSTON                ,,KITSAP,,420488,,1832 RUCKER AVE               ,EVERETT                 ,WA,                         ,982012214.0,"HELGESON,  DAVE",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151015.0,26178 BOND RD NE  STE B       ,                         ,D&S ENTERPRISES                              ,6.03551e+15,983469415.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5538,5539,420490,329,SPOKANE VALLEY          ,,SPOKANE,,420490,,2107 N HOUK RD APT 6          ,SPOKANE VALLEY          ,WA,                         ,992162702.0,"GIST,  DALTON  C",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151015.0,2107 N HOUK RD APT 6          ,                         ,HIGH-RULE                                    ,6.03551e+15,992162702.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5539,5540,420491,214,MOUNT VERNON            ,,SKAGIT,,420491,,17400 W BIG LAKE BLVD         ,MOUNT VERNON            ,WA,                         ,982748381.0,"FOUR TWENTY, L.L.C.",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151015.0,17400 W BIG LAKE BLVD         ,                         ,FOUR TWENTY                                  ,6.03551e+15,982748381.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5540,5541,420492,466,WASHOUGAL               ,,CLARK,,420492,,2320 SE 343RD CT              ,WASHOUGAL               ,WA,                         ,986718794.0,"BROWN,  NATHAN  ALLEN",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151015.0,2320 SE 343RD CT STE B        ,                         ,NATHAN ALLEN BROWN                           ,6.0355e+15,986718794.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5541,5542,420493,288,CAMAS                   ,,CLARK,,420493,,1006 SE 199TH AVE             ,CAMAS                   ,WA,                         ,986079812.0,"SNUFFIN,  HALI  JOANN",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151015.0,1006 SE 199TH AVE STE A       ,                         ,HALI JOANN SNUFFIN                           ,6.0355e+15,986079812.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5542,5543,420494,599,VANCOUVER               ,,CLARK,,420494,,5264 NE 121ST AVE APT D19     ,VANCOUVER               ,WA,                         ,986822187.0,"HAMPTON,  SUMMER  ROSE",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151015.0,5264 NE 121ST AVE APT D19A    ,                         ,SUMMER ROSE HAMPTON                          ,6.0355e+15,986822187.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5543,5544,420495,125,CENTRALIA               ,,LEWIS,,420495,,17321 426TH AVE SE            ,NORTH BEND              ,WA,                         ,980459623.0,CANNABIS COLLECTION LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151014.0,108 W WALNUT ST               ,                         ,CASCADIA CANNABIS                            ,6.0355e+15,985314021.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5544,5545,420496,530,SEATTLE                 ,,KING,,420496,,3202 15TH AVE W               ,SEATTLE                 ,WA,                         ,981191705.0,KF INDUSTRIES LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,3202 15TH AVE W               ,                         ,PUGET SOUND HEALTH ALTERNATIVES              ,6.03402e+15,981191705.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5545,5546,420497,501,OLYMPIA                 ,,THURSTON,,420497,,1965 4TH AVE E                ,OLYMPIA                 ,WA,                         ,985064631.0,OLYMPIC MEDICAL GROUP INCORPORATED,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,1965 4TH AVE E                ,                         ,OLYMPIC MEDICAL GROUP INCORPORATED           ,6.03295e+15,985060000.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5546,5547,420498,271,MONROE                  ,,SNOHOMISH,,420498,,19916 OLD OWEN RD PMB 334     ,MONROE                  ,WA,                         ,982729778.0,"OLD MILLER FARM, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,23203 STATE ROUTE 203         ,                         ,GREEN VALLEY COLLECTIVE                      ,6.03282e+15,982728834.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5547,5548,420499,111,MAPLE VALLEY            ,,KING,,420499,,19861 RENTON MAPLE VALLEYRD SE,MAPLE VALLEY            ,WA,                         ,98038.0,"WILBUR,  JOSEPH  S",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,19861 RENTON MAPLE VALLEYRD SE,STE 2                    ,CANNABIS VALLEY                              ,6.03281e+15,98038.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5548,5549,420500,182,OLYMPIA                 ,,THURSTON,,420500,,4331 JOHN LUHR RD NE          ,OLYMPIA                 ,WA,                         ,985162320.0,"EMERALD GREEN COLLECTIVE, INC.",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,4225 HARRISON AVE NW          ,                         ,EMERALD GREEN COLLECTIVE                     ,6.03271e+15,985025069.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5549,5550,420501,475,SEATTLE                 ,,KING,,420501,,3867 RAINIER AVE S            ,SEATTLE                 ,WA,                         ,981181139.0,SGSG,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,3867 RAINIER AVE S            ,                         ,NEW MILLENIUM                                ,6.03183e+15,981181139.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5550,5551,420502,122,SEATTLE                 ,,KING,,420502,,202 12TH AVE E                ,SEATTLE                 ,WA,                         ,981025806.0,CAPITOL HILL CLEANING LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,202 12TH AVE E                ,                         ,CAPITOL HILL CLEANING                        ,6.0318e+15,981025806.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5551,5552,420503,392,WASHOUGAL               ,,CLARK,,420503,,470 N Y ST                    ,WASHOUGAL               ,WA,                         ,986718532.0,LACAMAS FLOWERS & EVENTS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,470 N Y ST STE B              ,                         ,LACAMAS FLOWERS & EVENTS LLC                 ,6.03089e+15,986718532.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5552,5553,420504,472,BELFAIR                 ,,MASON,,420504,,896 NE CIMERON CT             ,BREMERTON               ,WA,                         ,983119253.0,NATURES SOURCE,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,23441 NE STATE ROUTE 3 STE B  ,                         ,NATURES SOURCE                               ,6.03078e+15,985288342.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5553,5554,420505,652,SEATTLE                 ,,KING,,420505,,1122 E PIKE ST STE 878        ,SEATTLE                 ,WA,                         ,981223916.0,THE HUMANITY GROUP LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,9640 16TH AVE SW              ,                         ,THE HUMANITY GROUP                           ,6.03071e+15,981062827.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5554,5555,420506,712,PORT ORCHARD            ,,KITSAP,,420506,,PO BOX 2286                   ,PORT ORCHARD            ,WA,                         ,983660750.0,"LOPER ENTERPRISES, INC.",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,3062 STATE HIGHWAY 16 SW STE B,                         ,WASHINGTON STATE CANNABIS                    ,6.02548e+15,983677086.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5555,5556,420509,633,TACOMA                  ,,PIERCE,,420509,,PO BOX 1049                   ,KINGSTON                ,WA,                         ,983461049.0,"STANLEY,  CHRISTY  S",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,2632 S 38TH ST STE A          ,                         ,THE GREEN TIKI                               ,6.01502e+15,984097304.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5556,5557,420510,113,YAKIMA                  ,,YAKIMA,,420510,,1893 YOUNG GRADE RD           ,YAKIMA                  ,WA,                         ,989089483.0,"SALI,  KATHY  RAE",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,1893 YOUNG GRADE RD STE C     ,                         ,CANNABIS WAREHOUSE                           ,6.00471e+15,989089483.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5557,5558,420511,114,YAKIMA                  ,,YAKIMA,,420511,,1893 YOUNG GRADE RD           ,YAKIMA                  ,WA,                         ,989089483.0,"SALI,  KATHY  RAE",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,1893 YOUNG GRADE RD STE #B    ,                         ,CANNABIS WAREHOUSE                           ,6.00471e+15,989089483.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5558,5559,420512,119,KENT                    ,,KING,,420512,,TBD                           ,KENT                    ,WA,                         ,980322363.0,"NW ELEVATED ENTERPRISES, INC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,21628 43RD PL. S STE B        ,                         ,CANNALAND                                    ,6.03324e+15,98032.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5559,5560,420513,468,VANCOUVER               ,,CLARK,,420513,,3021 NE 72ND DR STE 9 # 163   ,VANCOUVER               ,WA,                         ,986617499.0,NATURAL ALTERNATIVES,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,815 E 31ST ST                 ,                         ,NATURAL ALTERNATIVES                         ,6.03388e+15,986632729.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5560,5561,420514,5,ARLINGTON               ,,SNOHOMISH,,420514,,PO BOX 711                    ,CONWAY                  ,WA,                         ,982380711.0,221RX INC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,5200 172ND ST NE STE F101     ,                         ,221RX                                        ,6.03363e+15,982234703.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5561,5562,420516,42,MOSES LAKE              ,,GRANT,,420516,,2334 SILO DR                  ,EAST WENATCHEE          ,WA,                         ,988029053.0,HOLISTIC HEALING ALTERNATIVES LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,110 W 3RD AVE                 ,                         ,AMERICAN HARVEST                             ,6.03356e+15,988371931.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5562,5563,420517,506,PACIFIC                 ,,PIERCE,,420517,,136 STEWART RD SE BLDG 1C     ,PACIFIC                 ,WA,                         ,980472141.0,PACIFIC MMD,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,136 STEWART RD SE BLDG 1C     ,                         ,PACIFIC MMD                                  ,6.03355e+15,980472141.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5563,5564,420518,153,KENNEWICK               ,,BENTON,,420518,,8836 W GAGE BLVD STE 204A     ,KENNEWICK               ,WA,                         ,993367155.0,"CANNAWICK, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,704 W COLUMBIA DR             ,                         ,COTTONMOUTH COMPANY                          ,6.03352e+15,993363545.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5564,5565,420519,176,SPOKANE VALLEY          ,,SPOKANE,,420519,,21 S THIERMAN RD STE C        ,SPOKANE VALLEY          ,WA,                         ,992125053.0,EK GREEN ALTERNATIVE WELLNESS,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,21 S THIERMAN RD STE C        ,                         ,EK GREEN ALTERNATIVE WELLNESS                ,6.0335e+15,992125053.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5565,5566,420520,579,LAKE STEVENS            ,,SNOHOMISH,,420520,,PO BOX 1429                   ,LAKE STEVENS            ,WA,                         ,982581429.0,SMP RETAIL LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,9525 4TH ST NE                ,                         ,SMP RETAIL                                   ,6.03349e+15,982581631.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5566,5567,420521,594,SNOHOMISH               ,,SNOHOMISH,,420521,,2928 152ND PL SE              ,MILL CREEK              ,WA,                         ,980125839.0,STARBUDS WELLNESS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,1651 STATE ROUTE 9 SE         ,                         ,STARBUDS WELLNESS                            ,6.03349e+15,982960000.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5567,5568,420522,416,COLFAX                  ,,WHITMAN,,420522,,6915 GREEN HOLLOW RD          ,COLFAX                  ,WA,                         ,991118642.0,LONG SHOT ENTERPRISES LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,6951 GREEN HOLLOW RD          ,                         ,LONG SHOT ENTERPRISES                        ,6.03417e+15,991118642.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5568,5569,420523,6,SEATTLE                 ,,KING,,420523,,2314 E UNION ST               ,SEATTLE                 ,WA,                         ,981222966.0,23RD NEIGHBORHOOD IMPROVEMENT LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,501 15TH AVE E                ,                         ,23RD NEIGHBORHOOD IMPROVEMENT LLC            ,6.0341e+15,981124512.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5569,5570,420524,298,WESTPORT                ,,GRAYS HARBOR,,420524,,PO BOX 217                    ,WESTPORT                ,WA,                         ,985950217.0,GRAYS HARBOR MANAGEMENT LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,1863 S MONTESANO ST           ,                         ,HARBOR ALTERNATIVE CARE                      ,6.03424e+15,985959745.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5570,5571,420525,719,SEATTLE                 ,,KING,,420525,,2149 N 64TH ST                ,SEATTLE                 ,WA,                         ,981035441.0,WESTHAVEN ENTERPRISES LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,2149 N 64TH ST                ,                         ,WESTHAVEN ENTERPRISES LLC                    ,6.03443e+15,981035441.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5571,5572,420526,698,LYNNWOOD                ,,SNOHOMISH,,420526,,PO BOX 725                    ,LYNNWOOD                ,WA,                         ,980460720.0,EXECUTUN LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,3304 151ST ST SW              ,                         ,TUN'S TEES AND ACCESSORIES                   ,6.03447e+15,980872403.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5572,5573,420527,457,TACOMA                  ,,PIERCE,,420527,,3906 S 12TH ST                ,TACOMA                  ,WA,                         ,984051507.0,"CLINE,  GARY  M",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,3906 S 12TH ST                ,                         ,MOTHER EARTH'S HOLISTIC HEALTH               ,6.03462e+15,984051507.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5573,5574,420528,311,LAKEBAY                 ,,PIERCE,,420528,,19207 ROUSE ROAD KP S         ,LONGBRANCH              ,WA,                         ,983519586.0,"HERB-N-WELLNESS, INC.",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,15607 OLSON DRIVE KP N        ,                         ,"HERB-N-WELLNESS, INC.                        ",6.03475e+15,983499529.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5574,5575,420534,600,VANCOUVER               ,,CLARK,,420534,,5264 NE 121ST AVE APT D19     ,VANCOUVER               ,WA,                         ,986822187.0,"HAMPTON,  SUMMER  ROSE",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151014.0,5264 NE 121ST AVE APT D19B    ,                         ,SUMMER ROSE HAMPTON                          ,6.0355e+15,986822187.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5575,5576,420538,115,YAKIMA                  ,,YAKIMA,,420538,,1893 YOUNG GRADE RD           ,YAKIMA                  ,WA,                         ,989089483.0,"SALI,  KATHY  RAE",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151015.0,1893 YOUNG GRADE RD           ,STE D                    ,CANNABIS WAREHOUSE                           ,6.00471e+15,989089483.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5576,5577,420539,557,SEATTLE                 ,,KING,,420539,,4400 S BENEFIT ST             ,SEATTLE                 ,WA,                         ,981185427.0,CANNABIS CARE PROVIDER LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151014.0,13760 AURORA AVE N            ,                         ,SEATTLE QUALITY                              ,6.031e+15,981336913.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5577,5578,420542,354,ROY                     ,,PIERCE,,420542,,17818 OVERLAKE CT SE          ,YELM                    ,WA,                         ,985979012.0,"MEHOVES,  JOHN",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,34011 STATE ROUTE 507 S       ,                         ,JOHN MEHOVES                                 ,6.03547e+15,985809427.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5578,5579,420543,235,SUNNYSIDE               ,,YAKIMA,,420543,,3191 E EDISON RD              ,SUNNYSIDE               ,WA,                         ,989449640.0,"GREEN QUEENS, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,3191 E EDISON RD              ,                         ,GREEN GIRLS                                  ,6.03548e+15,989449640.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5579,5580,420545,192,CHENEY                  ,,SPOKANE,,420545,,1875 1ST ST                   ,CHENEY                  ,WA,                         ,990041967.0,"EUPHORIA, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,1875 1ST ST                   ,                         ,"EUPHORIA, LLC                                ",6.03548e+15,990041967.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5580,5581,420547,613,CAMAS                   ,,CLARK,,420547,,8711 NE 97TH CT               ,VANCOUVER               ,WA,                         ,986624228.0,"TD HOLDINGS I, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,1006 SE 199TH AVE STE G       ,                         ,"TD HOLDINGS I, LLC                           ",6.03549e+15,986079812.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5581,5582,420548,614,CAMAS                   ,,CLARK,,420548,,8711 NE 97TH CT               ,VANCOUVER               ,WA,                         ,986624228.0,"TD HOLDINGS I, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,1006 SE 199TH AVE STE H       ,                         ,"TD HOLDINGS I, LLC                           ",6.03549e+15,986079812.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5582,5583,420549,583,SPOKANE                 ,,SPOKANE,,420549,,4219 E PRAIRIE LANE CT        ,SPOKANE                 ,WA,                         ,992236025.0,SOUTH HILL CANNABIS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,2600 E. 55TH AVE              ,                         ,SOUTH HILL CANNABIS                          ,6.0355e+15,99223.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5583,5584,420551,289,CAMAS                   ,,CLARK,,420551,,1006 SE 199TH AVE             ,CAMAS                   ,WA,                         ,986079812.0,"SNUFFIN,  HALI  JOANN",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,1006 SE 199TH AVE STE I       ,                         ,HALI JOANN SNUFFIN                           ,6.0355e+15,986079812.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5584,5585,420553,453,RENTON                  ,,KING,,420553,,527 GRANT AVE S               ,RENTON                  ,WA,                         ,980576041.0,MIXED GREENS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,527 GRANT AVE S               ,                         ,MIXED GREENS                                 ,6.03551e+15,980576041.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5585,5586,420557,380,NORMANDY PARK           ,,KING,,420557,,160 SW NORMANDY RD APT 302    ,NORMANDY PARK           ,WA,                         ,981663996.0,KUSHKLUB LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,160 SW NORMANDY RD APT 302    ,                         ,KUSHKLUB LLC                                 ,6.03551e+15,981663996.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5586,5587,420558,379,NORMANDY PARK           ,,KING,,420558,,160 SW NORMANDY RD APT 302    ,NORMANDY PARK           ,WA,                         ,981663996.0,KUSHKLUB LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,160 SW NORMANDY RD APT 302 STE, #B                      ,KUSHKLUB                                     ,6.03551e+15,981663996.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5587,5588,420559,381,NORMANDY PARK           ,,KING,,420559,,160 SW NORMANDY RD APT 302    ,NORMANDY PARK           ,WA,                         ,981663996.0,KUSHKLUB LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,160 SW NORMANDY RD APT 302 STE, #C                      ,KUSHKLUB LLC                                 ,6.03551e+15,981663996.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5588,5589,420564,610,KIRKLAND                ,,KING,,420564,,2014 NE KATSURA ST            ,ISSAQUAH                ,WA,                         ,980297658.0,"TAIMA, LLC",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,8556 122ND AVE NE             ,                         ,"TAIMA, LLC                                   ",6.03551e+15,980335831.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5589,5590,420566,196,ROCHESTER               ,,THURSTON,,420566,,21837 OLD HWY 99              ,ROCHESTER               ,WA,                         ,98579.0,"PETRIE,  ASHLEY  LINNEA",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,21837 OLD HWY 99              ,                         ,EVERGREEN ALTERNATIVE                        ,6.03551e+15,98579.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5590,5591,420569,331,SPOKANE                 ,,SPOKANE,,420569,,818 E 38TH AVE                ,SPOKANE                 ,WA,                         ,992033017.0,HIGHER SOLUTIONS LLC,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,3812 E CROWN AVE              ,                         ,HIGHER SOLUTIONS LLC                         ,6.03551e+15,992176681.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5591,5592,420571,229,KIRKLAND                ,,KING,,420571,,11324 NE 148TH ST             ,KIRKLAND                ,WA,                         ,980341008.0,GREEN CITY CANNABIS,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,11324 NE 148TH ST             ,                         ,GREEN CITY CANNABIS                          ,6.03551e+15,980341008.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5592,5593,420572,230,KIRKLAND                ,,KING,,420572,,11324 NE 148TH ST             ,KIRKLAND                ,WA,                         ,980341008.0,GREEN CITY CANNABIS,MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,11324 NE 148TH ST STE #B      ,                         ,"GREEN CITY CANNABIS, LLC.                    ",6.03551e+15,980341008.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5593,5594,420576,482,ROCHESTER               ,,THURSTON,,420576,,21837 OLD HWY 99              ,ROCHESTER               ,WA,                         ,98579.0,"LARSON,  GLENN  DUANE",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,21837 OLD HWY 99 STE A        ,                         ,NORTHWEST ALTERNATIVE CARE                   ,6.03551e+15,98579.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5594,5595,420577,232,SPOKANE VALLEY          ,,SPOKANE,,420577,,PO BOX 15332                  ,SPOKANE VALLEY          ,WA,                         ,992155332.0,"BOWMAN,  CONNIE  JO",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,4823 E SPRAGUE AVE            ,                         ,GREEN CONNECTION                             ,6.03551e+15,992125001.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
5595,5596,420579,47,TACOMA                  ,,PIERCE,,420579,,617 S 17TH ST                 ,TACOMA                  ,WA,                         ,984054415.0,"OROZCO,  ANTHONY  L",MEDICAL MARIJUANA                  ,PENDING (NOT ISSUED),PENDING        ,WA,,20151016.0,617 S 17TH ST                 ,                         ,ANTHONY L OROZCO                             ,6.03551e+15,984054415.0,,1,0,0,0,,0,0.0,0.0,0,False,#NAME?,#NAME?
