,Unnamed: 0,License_Number,X,City,City.1,County,DateCreated,License.,Mail.Suite.Rm,MailAddress,MailCity,MailState,MailSuite.Rm,MailZipCode,OwnerName,PrivDesc,PrivilegeStatus,ReasonAction,State,State.1,StatusDate,StreetAddress,Suite.Rm,Tradename,UBI,ZipCode,ZipCode.1,type:medical,type:processor,type:producer,type:retailer,Group.1,Total_Sales,Excise_Tax_Due,tax_rate,violation_count,violator,log_Total_Sales,log_Excise_Tax_Due,age,months_old
2485,2486,414652,234,VANCOUVER               ,VANCOUVER               ,CLARK,20131224.0,414652,                         ,400E EVERGREEN BLVD STE 220   ,,,,,"ROUTE 502, L.L.C.",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,419 NE 82ND AVE               ,                         ,MARIJUANA ON MILL PLAIN                      ,6.03358e+15,986642043.0,986603264.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2486,2487,414654,364,GRAYLAND                ,TOKELAND                ,PACIFIC,20131224.0,414654,                         ,PO BOX 573                    ,,,,,"FURFORD,  MIKE  L",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,3551 STATE ROUTE 105          ,                         ,NORTH COUNTY CANNABIS                        ,6.00231e+15,985479743.0,985900573.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2487,2488,414655,897,SHELTON                 ,SHELTON                 ,MASON,20131224.0,414655,                         ,31 SE MARINER LN              ,,,,,WASHINGTON CANNABIS PRODUCTION LIMITED LIABIL,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,66 SE LYNCH RD                ,                         ,WASHINGTON CANNABIS OUTLET                   ,6.03358e+15,985848615.0,985849319.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2488,2489,414656,426,BREMERTON               ,BREMERTON               ,KITSAP,20150625.0,414656,                         ,625 N CALLOW AVE              ,,,,,M2K LLC,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,625 N CALLOW AVE              ,                         ,PACIFIC CANNABIS COMPANY                     ,6.03357e+15,983123903.0,98312.0,0,0,0,1,414656.0,574298,212444.0,2.101292096,2,True,13.2609037,12.2664337,7.16666666667,7.16666666667
2490,2491,414657,617,SEATTLE                 ,SEATTLE                 ,KING,20131224.0,414657,                         ,4465 FREMONT AVE N            ,,,,,SMA LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,4465 FREMONT AVE N            ,                         ,SMA                                          ,6.03358e+15,981037225.0,981037225.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2491,2492,414658,303,SEATTLE                 ,SEATTLE                 ,KING,20131224.0,414658,                         ,1605 12TH AVE STE 28          ,,,,,MJA  DISTRIBUTION LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1944 1ST AVE S                ,                         ,MJA DISTRIBUTION                             ,6.03358e+15,981341406.0,981222484.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2492,2493,414659,301,SEATTLE                 ,SEATTLE                 ,KING,20131224.0,414659,                         ,1605 12TH AVE STE 28          ,,,,,MJA  DISTRIBUTION LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,300 19TH AVE                  ,                         ,MJA  DISTRIBUTION                            ,6.03358e+15,981225736.0,981222484.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2493,2494,414660,302,SEATTLE                 ,SEATTLE                 ,KING,20131224.0,414660,                         ,1605 12TH AVE                 ,,,,,MJA  DISTRIBUTION LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1605 12TH AVE STE 28B         ,                         ,MJA  DISTRIBUTION                            ,6.03358e+15,981220000.0,981222484.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2494,2495,414661,881,VANCOUVER               ,VANCOUVER               ,CLARK,20131119.0,414661,                         ,"13023 NE HWY 99, SUITE 7-18   ",,,,,"VANSTERDAM, LLC",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,7415 NE HWY 99 STE B          ,                         ,VANSTERDAM                                   ,6.03347e+15,986650000.0,986825534.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,26.6,26.6
2495,2496,414662,899,PUYALLUP                ,WOODINVILLE             ,PIERCE,20131224.0,414662,                         ,PO BOX 2392                   ,,,,,WASHINGTON GREEN HOUSE CORPORATION,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,16222 MERIDIAN E STE 101B     ,                         ,WASHINGTON GREEN HOUSE CORPORATION           ,6.03356e+15,983756332.0,980722392.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2496,2497,414663,1190,VANCOUVER               ,VANCOUVER               ,CLARK,20131220.0,414663,                         ,8411 NE HWY 99                ,,,,,CLARK COUNTY CANNABIS L.L.C.,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,6307 NE ST JOHNS RD           ,STE E                    ,CLARK COUNTY CANNABIS                        ,6.03347e+15,986610000.0,986650000.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.5666666667,25.5666666667
2497,2498,414664,563,SPOKANE                 ,SPOKANE                 ,SPOKANE,20141029.0,414664,                         ,PO BOX 30369                  ,,,,,"INSTANT KARMA, LLC",MARIJUANA RETAILER                 ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,9301 N DIVISION ST STE B-C    ,                         ,SATORI                                       ,6.03349e+15,992181254.0,992240000.0,0,0,0,1,414664.0,5617271,1670353.0,4.600005019,3,True,15.54135652,14.32854554,15.1333333333,15.1333333333
2498,2499,414665,66,SPOKANE VALLEY          ,SPOKANE                 ,SPOKANE,20131228.0,414665,                         ,421 W RIVERSIDE AVE STE 902   ,,,,,"INSTANT KARMA, LLC",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,5004 E SPRAGUE AVE STE 101    ,                         ,INSTANT KARMA                                ,6.03349e+15,992120863.0,992010410.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.3,25.3
2499,2500,414666,67,SPOKANE VALLEY          ,SPOKANE                 ,SPOKANE,20131228.0,414666,                         ,421 W RIVERSIDE AVE STE 902   ,,,,,"INSTANT KARMA, LLC",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,5004 E SPRAGUE AVE STE 103    ,                         ,INSTANT KARMA                                ,6.03349e+15,992120863.0,992010410.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.3,25.3
2500,2501,414667,444,PORT TOWNSEND           ,PORT TOWNSEND           ,JEFFERSON,20131224.0,414667,                         ,1433 W SIMS WAY               ,,,,,PENINSULA HERBAL LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1433 W SIMS WAY               ,                         ,PENINSULA HERBAL                             ,6.03358e+15,983683026.0,983683026.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2501,2502,414669,445,RAYMOND                 ,PORT TOWNSEND           ,PACIFIC,20131224.0,414669,                         ,1433 W SIMS WAY               ,,,,,PENINSULA HERBAL LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2570 OCEAN AVE                ,                         ,PENINSULA HERBAL                             ,6.03358e+15,985774928.0,983683026.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2502,2503,414670,1043,PORT ORCHARD            ,PORT ORCHARD            ,KITSAP,20131224.0,414670,                         ,4759 RUTHERFORD CIRCLE SW     ,,,,,SMITTY & P LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1374 SE LUND AVE              ,                         ,BEST BUDS                                    ,6.03358e+15,983665628.0,983676430.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2503,2504,414671,758,BELLEVUE                ,SEATTLE                 ,KING,20131224.0,414671,                         ,4707 SAND POINT WAY NE        ,,,,,THE GREENHOUSE GROUP LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,13700 BEL RED RD UNIT B       ,                         ,THE GREENHOUSE GROUP                         ,6.03358e+15,980054518.0,981053915.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2504,2505,414672,1291,BAINBRIDGE ISLAND       ,BAINBRIDGE ISLAND       ,KITSAP,20131224.0,414672,                         ,266 ERICKSEN AVE NE           ,,,,,ELIZABETH JANE ENTERPRISES LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,266 ERICKSEN AVE NE           ,                         ,ELIZABETH JANE ENTERPRISES                   ,6.03358e+15,981101856.0,981101853.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2505,2506,414673,809,SEATTLE                 ,SEATTLE                 ,KING,20131224.0,414673,                         ,5111 S DAWSON ST APT 8        ,,,,,RJC CONSULTING LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2783 HARBOR AVE SW            ,                         ,THE STOOP COLLECTIVE                         ,6.03358e+15,981262138.0,981182150.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2506,2507,414675,1180,BELLEVUE                ,BELLEVUE                ,KING,20131224.0,414675,                         ,118 107TH AVE NE STE B210     ,,,,,CHOATO KITCHEN INC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,118 107TH AVE NE UNIT B210    ,                         ,CHOATO KITCHEN                               ,6.03358e+15,980045978.0,980045978.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2507,2508,414676,898,PORT ORCHARD            ,SHELTON                 ,KITSAP,20131224.0,414676,                         ,31 SE MARINER LN              ,,,,,WASHINGTON CANNABIS PRODUCTION LIMITED LIABIL,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,4191 FEIGLEY RD W             ,                         ,WASHINGTON CANNABIS RETAIL                   ,6.03358e+15,983679166.0,985849319.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2508,2509,414677,1164,BELLINGHAM              ,ANACORTES               ,WHATCOM,20131224.0,414677,                         ,2022 J AVE                    ,,,,,CARDINAL DIRECTION RETAILERS LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1305 CORNWALL AVE             ,                         ,CARDINAL DIRECTION RETAILERS                 ,6.03359e+15,982254716.0,982213731.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2509,2510,414678,636,SPOKANE                 ,LIBERTY LAKE            ,SPOKANE,20131224.0,414678,                         ,23713 E MAXWELL DR            ,,,,,"GILL,  GURINDERPAL  SINGH",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,126696 E INDIANA STE 5        ,                         ,SPOKANE 420                                  ,6.03359e+15,992120000.0,990198546.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2510,2511,414679,1367,SPOKANE VALLEY          ,SPOKANE                 ,SPOKANE,20131224.0,414679,                         ,8404 E WOODLAND PARK DR       ,,,,,"MAND,  SANDEEP  SINGH",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,14615 E TRENT AVE             ,                         ,FUN TIMES                                    ,6.0336e+15,992160000.0,992179238.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2511,2512,414680,490,EVERETT                 ,EVERETT                 ,SNOHOMISH,20150714.0,414680,                         ,PO BOX 187                    ,,,,,PURPLE HAZE COLLECTIVE LLC,MARIJUANA RETAILER                 ,PENDING (ISSUED),PENDING        ,WA,WA,,4218 RUCKER AVE               ,                         ,PURPLE HAZE                                  ,6.034e+15,982030000.0,982060000.0,0,0,0,1,414680.0,1541411,471670.0,3.599959995,7,True,14.24820879,13.06403487,6.53333333333,6.53333333333
2512,2513,414681,1203,COLVILLE                ,COLVILLE                ,STEVENS,20131224.0,414681,                         ,PO BOX 391                    ,,,,,"SOOD,  ANKUR",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,672 S MAIN ST                 ,                         ,COLVILLE SMOKES                              ,6.0336e+15,991142506.0,991140391.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2513,2514,414682,1061,UNION GAP               ,PULLMAN                 ,YAKIMA,20131224.0,414682,                         ,1315 NE ORCHARD DR            ,,,,,BLUE BREAMS A POT SHOP LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2904 MAIN ST                  ,                         ,BLUE DREAMS A POT SHOP                       ,6.0336e+15,989031756.0,991634622.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2514,2515,414683,1021,CAMAS                   ,WASHOUGAL               ,CLARK,20131224.0,414683,                         ,191 KATIES LN                 ,,,,,"BACON,  BRETT  JACOB",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,325 NE LECHNER ST             ,                         ,BACON'S DANK                                 ,6.0336e+15,986072445.0,986717397.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2515,2516,414684,331,TACOMA                  ,PUYALLUP                ,PIERCE,20131224.0,414684,                         ,12425 137TH AVE E             ,,,,,NATURAL CARE2 LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,817 E 72ND ST                 ,STE A                    ,NATURAL CARE2                                ,6.0336e+15,984041094.0,983744534.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2516,2517,414685,1303,SEATTLE                 ,SEATTLE                 ,KING,20131224.0,414685,                         ,4550 16TH AVE NE APT 8        ,,,,,"NGUYEN,  NGOCLOAN  THI",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,7302 15TH AVE NW              ,                         ,EMERALD HAVEN                                ,6.0336e+15,981175401.0,981057100.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2517,2518,414686,275,SEATTLE                 ,BELLEVUE                ,KING,20131224.0,414686,                         ,1100 BELLEVUE WAY NE          ,,,,,"MEDUSA NORTHWEST, L.L.C.",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2310 E UNION ST               ,                         ,MEDUSA NORTHWEST                             ,6.0336e+15,981220000.0,980044280.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2518,2519,414687,1246,EVERETT                 ,EDMONDS                 ,SNOHOMISH,20131224.0,414687,                         ,15314 60TH AVE W              ,,,,,"HUFFMAN,  DEMETRIOS  RAYMOND",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,13224 HWY 99 STE E            ,                         ,DEMETRIOS RAYMOND HUFFMAN                    ,6.0336e+15,982045424.0,980264110.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2519,2520,414688,885,LONGVIEW                ,LONGVIEW                ,COWLITZ,20131224.0,414688,                         ,3712 GRACIE PL                ,,,,,"VICKI'S STICKY BUD, LLC",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,907 VANDERCOOK WAY            ,                         ,VICKI'S                                      ,6.0336e+15,986324020.0,986324785.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2520,2521,414689,151,TACOMA                  ,TACOMA                  ,PIERCE,20131224.0,414689,                         ,3225 N 19TH ST                ,,,,,"MCDIVITT,  PETER",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,4002 PACIFIC AVE STE A        ,                         ,KING'S LANDING                               ,6.0336e+15,984187830.0,984066004.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2522,2523,414690,1380,SEATTLE                 ,SEATTLE                 ,KING,20131224.0,414690,                         ,PO BOX 80543                  ,,,,,"ROSSO SR,  GENE  JULIUS",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,9252 57TH AVE S               ,                         ,GENE JULIUS ROSSO SR                         ,6.0336e+15,981186066.0,981080543.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2523,2524,414691,601,AIRWAY HEIGHTS          ,SPOKANE                 ,SPOKANE,20131224.0,414691,                         ,716 W WESTVIEW AVE            ,,,,,"BREUER,  LEONARD",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1515 S LYONS RD               ,                         ,SILVER SANDS DISTRIBUTORS                    ,6.0336e+15,990019723.0,992182362.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2524,2525,414692,1173,SEATTLE                 ,SEATTLE                 ,KING,20131224.0,414692,                         ,2417 E UNION ST               ,,,,,"CATON,  STEVEN  ELLIOTT",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2417 E UNION ST               ,                         ,CENTRAL GREENERY                             ,6.0336e+15,981223045.0,981223045.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2525,2526,414693,1185,EVERETT                 ,SNOHOMISH               ,SNOHOMISH,20131224.0,414693,                         ,13310 MEADOW DR               ,,,,,"PETRAKOPOULOS,  ALEX",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2925 CHESTNUT ST              ,                         ,CHUBBA GREENS                                ,6.0336e+15,982013807.0,982909764.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2526,2527,414694,152,TACOMA                  ,TACOMA                  ,PIERCE,20131224.0,414694,                         ,3225 N 19TH ST                ,,,,,"MCDIVITT,  PETER",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,4006 PACIFIC AVE STE A        ,                         ,KING'S LANDING                               ,6.0336e+15,984187830.0,984066004.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2527,2528,414695,747,VANCOUVER               ,VANCOUVER               ,CLARK,20131224.0,414695,                         ,8004 NE HIGHWAY 99            ,,,,,"NEELY,  DANIEL  JAMES",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,8004 NE HIGHWAY 99            ,                         ,THE GREEN ROOM                               ,6.0336e+15,986658869.0,986658869.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2528,2529,414696,748,VANCOUVER               ,VANCOUVER               ,CLARK,20131224.0,414696,                         ,300 W MILL PLAIN BLVD         ,,,,,"NEELY,  DANIEL  JAMES",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,300 W MILL PLAIN BLVD         ,                         ,THE GREEN ROOM                               ,6.0336e+15,986602979.0,986602979.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2529,2530,414697,499,MARYSVILLE              ,MARYSVILLE              ,SNOHOMISH,20131224.0,414697,                         ,14803 50TH DR NE UNIT 204     ,,,,,"EDWARDS,  RICHARD",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,3715 134TH ST NE              ,                         ,R & N SMOKE SHOP                             ,6.0336e+15,982717811.0,982713435.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2530,2531,414698,251,SPOKANE                 ,FORD                    ,SPOKANE,20131224.0,414698,                         ,38144 ANGELS LANDING RD N     ,,,,,MARY JANE'S AND MORE,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,603 E FRANCIS AVE             ,                         ,MARY JANE'S AND MORE                         ,6.0336e+15,992083634.0,990139524.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2531,2532,414699,543,SPOKANE                 ,SPOKANE VALLEY          ,SPOKANE,20131224.0,414699,                         ,15206 E VALLEYWAY AVE         ,,,,,"O'HARVEY,  ASHLEY  SEAN",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,7011 N DIVISION ST            ,                         ,ROYAL'S CANNABIS                             ,6.0336e+15,992083968.0,990379527.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2532,2533,414700,787,LAKEWOOD                ,LAKEWOOD                ,PIERCE,20131224.0,414700,                         ,5423 110TH ST SW              ,,,,,"WILSON,  LATECE",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,5423 110TH ST SW              ,                         ,THE OZONE LAYER                              ,6.0336e+15,984993508.0,984993508.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2533,2534,414701,1198,OCEAN SHORES            ,AUBURN                  ,GRAYS HARBOR,20131224.0,414701,                         ,4414 S 360TH ST               ,,,,,"WEBER,  JAMES  LEE",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,682 OCEAN SHORES BLVD         ,                         ,COASTAL REEF                                 ,6.0336e+15,985699468.0,980019337.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2534,2535,414702,676,SEATTLE                 ,SEATTLE                 ,KING,20131224.0,414702,                         ,8716 18TH AVE NW              ,,,,,"MORRELL,  JIM  MORRELL",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,7757 15TH AVE NW              ,                         ,SWW                                          ,6.0336e+15,981175414.0,981173514.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2535,2536,414704,329,HOQUIAM                 ,HOQUIAM                 ,GRAYS HARBOR,20131224.0,414704,                         ,503 PERRY AVE                 ,,,,,"OESER,  NATHAN  CHRIS",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,503 PERRY AVE                 ,                         ,NATHAN CHRIS OESER                           ,6.0336e+15,985501043.0,985501043.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2536,2537,414705,582,PUYALLUP                ,GRAHAM                  ,PIERCE,20131224.0,414705,                         ,PO BOX 596                    ,,,,,SELECT BUDS,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,10019 124TH ST E              ,                         ,SELECT BUDS                                  ,6.0336e+15,983733449.0,983380596.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2537,2538,414706,1379,TACOMA                  ,TACOMA                  ,PIERCE,20131224.0,414706,                         ,4218 41ST ST NE               ,,,,,GC ENTERPRISES,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,13417 1/2 PACIFIC AVE S       ,                         ,GC                                           ,6.0336e+15,984444865.0,984222499.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2538,2539,414708,165,BELLINGHAM              ,BELLINGHAM              ,WHATCOM,20131224.0,414708,                         ,622 EVERGLADE RD              ,,,,,KOMA KULSHAN LIMITED LIABILITY COMPANY,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,3703 BENNETT DR               ,                         ,KOMA KULSHAN LLC                             ,6.0336e+15,982251023.0,98225.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2539,2540,414709,567,SEATTLE                 ,SEATTLE                 ,KING,20131224.0,414709,                         ,2716 ELLIOTT AVE #1203        ,,,,,"RAINIER VENTURES, LLC",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,2310 E UNION ST               ,                         ,SCHONBUDS                                    ,6.0336e+15,981220000.0,98121.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2540,2541,414710,780,ARLINGTON               ,ARLINGTON               ,SNOHOMISH,20131224.0,414710,                         ,26018 25TH AVE NE             ,,,,,THE MAGIC CLOUD L.L.C.,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,26018 25TH AVE NE             ,                         ,THE MAGIC CLOUD                              ,6.0336e+15,982237230.0,982237230.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4333333333,25.4333333333
2541,2542,414712,434,HOQUIAM                 ,HOQUIAM                 ,GRAYS HARBOR,20150812.0,414712,                         ,2294 STATE ROUTE 109          ,,,,,PAKALOLO LLC,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),APPROVED       ,WA,WA,,2294 STATE ROUTE 109          ,                         ,PAKALOLO                                     ,6.0336e+15,985500000.0,985500000.0,0,0,0,1,414712.0,31998,11840.0,1.110123442,0,False,10.37342868,9.379238908,5.56666666667,5.56666666667
2543,2544,414713,1181,SEATTLE                 ,BELLEVUE                ,KING,20131225.0,414713,                         ,118 107TH AVE NE STE B210     ,,,,,CHOATO KITCHEN INC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,1251 S CLOVERDALE ST          ,                         ,CHOATO KITCHEN                               ,6.03358e+15,981084824.0,980045978.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2544,2545,414714,721,AUBURN                  ,ISSAQUAH                ,KING,20131225.0,414714,                         ,4423 193RD AVE SE             ,,,,,EXPONENTIAL2 LLC,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,402 AUBURN WAY SOUTH          ,                         ,THE EVERGREEN MARKET OF AUBURN               ,6.03358e+15,980025418.0,980279744.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
2545,2546,414715,912,SPOKANE                 ,SPOKANE                 ,SPOKANE,20131225.0,414715,                         ,1704 E HOFFMAN AVE            ,,,,,"POGUE,  JEFFREY  S",MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),PENDING        ,WA,WA,,7011 N DIVISION ST STE A      ,                         ,WE'RE JUST BUD'S                             ,6.03358e+15,992083968.0,992074215.0,0,0,0,1,,0,0.0,0.0,0,False,#NAME?,#NAME?,25.4,25.4
